Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A
SP1,23-10-2017,La Coruna,Girona,1,2,A,0,1,A,15,13,6,6,9,16,9,7,3,8,0,0,2.04,3.29,3.79
SP1,23-10-2017,Sociedad,Espanol,1,1,D,0,1,A,19,4,5,1,12,15,10,1,4,4,1,0,1.85,3.79,4
SP1,28-10-2017,Alaves,Valencia,1,2,A,0,1,A,16,7,6,2,19,18,6,4,5,1,0,0,6,3.75,1.6
SP1,28-10-2017,Ath Bilbao,Barcelona,0,2,A,0,1,A,17,17,5,5,15,12,6,4,1,4,0,0,7,4.5,1.44
SP1,28-10-2017,Ath Madrid,Villarreal,1,1,D,0,0,D,18,12,6,4,13,20,11,6,0,4,0,0,1.5,4,7.5
SP1,28-10-2017,Sevilla,Leganes,2,1,H,1,0,H,9,10,5,1,16,19,5,6,0,3,0,0,1.61,3.75,6
SP1,29-10-2017,Eibar,Levante,2,2,D,0,2,A,16,3,6,2,8,16,6,2,1,3,0,0,1.95,3.39,4.2
SP1,29-10-2017,Getafe,Sociedad,2,1,H,0,1,A,10,15,5,4,19,16,8,7,3,2,0,0,2.45,3.39,2.87
SP1,29-10-2017,Girona,Real Madrid,2,1,H,0,1,A,15,15,4,6,21,11,2,7,2,1,0,0,10,6.5,1.25
SP1,29-10-2017,Malaga,Celta,2,1,H,1,0,H,15,10,4,2,20,12,4,1,2,3,0,0,3.1,3.39,2.29
SP1,30-10-2017,Espanol,Betis,1,0,H,0,0,D,10,9,4,4,10,17,5,3,2,5,0,0,2.14,3.39,3.39
SP1,30-10-2017,Las Palmas,La Coruna,1,3,A,1,1,D,13,15,5,5,11,15,8,5,1,1,0,0,2.04,3.5,3.6
SP1,03-11-2017,Betis,Getafe,2,2,D,0,2,A,15,9,4,2,10,14,4,6,2,6,0,0,2,3.5,3.79
SP1,04-11-2017,Alaves,Espanol,1,0,H,1,0,H,17,9,6,3,29,9,3,8,7,2,0,1,2.87,3.1,2.7
SP1,04-11-2017,Barcelona,Sevilla,2,1,H,1,0,H,18,8,6,3,10,12,3,3,1,0,0,0,1.19,7.5,12
SP1,04-11-2017,La Coruna,Ath Madrid,0,1,A,0,0,D,14,11,1,3,17,10,4,4,4,2,0,0,4.75,3.6,1.8
SP1,04-11-2017,Valencia,Leganes,3,0,H,1,0,H,13,13,7,6,11,13,4,7,1,2,0,0,1.5,4.33,6.5
SP1,05-11-2017,Celta,Ath Bilbao,3,1,H,3,1,H,11,14,5,5,13,17,3,6,2,3,0,0,2.1,3.5,3.5
SP1,05-11-2017,Levante,Girona,1,2,A,0,0,D,7,10,4,5,10,16,7,2,3,4,0,0,2.39,3.29,3
SP1,05-11-2017,Real Madrid,Las Palmas,3,0,H,1,0,H,27,2,9,1,9,9,9,2,2,1,0,0,1.08,13,19
SP1,05-11-2017,Sociedad,Eibar,3,1,H,2,0,H,10,9,6,5,10,17,3,6,0,3,0,0,1.61,4,5.5
SP1,05-11-2017,Villarreal,Malaga,2,0,H,0,0,D,14,10,3,2,18,12,6,4,2,4,0,0,1.53,4.33,6
SP1,17-11-2017,Girona,Sociedad,1,1,D,0,1,A,14,14,4,5,28,10,3,6,4,2,0,0,2.89,3.5,2.37
SP1,18-11-2017,Ath Madrid,Real Madrid,0,0,D,0,0,D,7,14,1,3,21,6,7,9,6,2,0,0,3.2,3.39,2.25
SP1,18-11-2017,Getafe,Alaves,4,1,H,2,0,H,13,11,8,5,18,14,4,5,3,3,0,0,1.8,3.5,4.75
SP1,18-11-2017,Leganes,Barcelona,0,3,A,0,1,A,18,11,7,7,25,10,6,3,1,2,0,0,9.5,5.25,1.33
SP1,18-11-2017,Sevilla,Celta,2,1,H,1,1,D,12,11,5,5,20,17,1,2,3,2,0,0,1.72,3.79,4.75
SP1,19-11-2017,Ath Bilbao,Villarreal,1,1,D,0,1,A,15,7,3,4,10,16,9,7,1,3,0,0,2.25,3.29,3.29
SP1,19-11-2017,Espanol,Valencia,0,2,A,0,0,D,12,7,4,3,11,17,3,4,0,4,0,0,3.2,3.29,2.29
SP1,19-11-2017,Las Palmas,Levante,0,2,A,0,0,D,10,11,5,6,9,22,3,5,1,4,0,0,1.95,3.5,4
SP1,19-11-2017,Malaga,La Coruna,3,2,H,1,1,D,14,12,5,4,16,15,5,4,4,5,0,0,2.37,3.29,3.1
SP1,20-11-2017,Eibar,Betis,5,0,H,2,0,H,17,4,7,0,10,9,5,2,2,2,0,1,2.39,3.29,3
SP1,24-11-2017,Celta,Leganes,1,0,H,1,0,H,14,9,7,2,13,16,3,4,2,3,0,0,1.95,3.25,4.33
SP1,25-11-2017,Alaves,Eibar,1,2,A,0,1,A,6,11,2,6,18,19,2,5,7,3,1,1,2.5,3.1,3.1
SP1,25-11-2017,Betis,Girona,2,2,D,0,1,A,12,13,6,7,9,16,3,5,2,1,0,0,2,3.6,3.75
SP1,25-11-2017,Levante,Ath Madrid,0,5,A,0,2,A,17,16,2,11,11,14,2,3,2,1,0,0,7.5,3.75,1.53
SP1,25-11-2017,Real Madrid,Malaga,3,2,H,2,1,H,16,9,9,3,15,13,6,0,1,2,0,0,1.08,13,21
SP1,26-11-2017,La Coruna,Ath Bilbao,2,2,D,1,1,D,14,10,4,3,11,14,5,2,4,1,0,0,2.75,3.29,2.6
SP1,26-11-2017,Sociedad,Las Palmas,2,2,D,1,1,D,16,8,3,7,22,14,11,3,4,3,1,0,1.44,4.75,7
SP1,26-11-2017,Valencia,Barcelona,1,1,D,0,0,D,8,12,1,8,12,11,3,9,4,0,0,0,4,3.89,1.85
SP1,26-11-2017,Villarreal,Sevilla,2,3,A,1,0,H,19,15,4,4,9,17,6,6,4,3,1,0,2.37,3.39,3
SP1,27-11-2017,Espanol,Getafe,1,0,H,0,0,D,10,7,5,4,12,18,6,4,3,6,0,0,2,3.39,3.79
SP1,01-12-2017,Malaga,Levante,0,0,D,0,0,D,18,3,2,3,12,15,7,2,1,3,0,0,1.72,3.79,4.75
SP1,02-12-2017,Ath Bilbao,Real Madrid,0,0,D,0,0,D,11,19,4,4,20,13,3,5,2,5,0,1,7.5,4.5,1.44
SP1,02-12-2017,Ath Madrid,Sociedad,2,1,H,0,1,A,16,10,10,2,12,10,5,6,1,2,0,0,1.5,3.89,7.5
SP1,02-12-2017,Barcelona,Celta,2,2,D,1,1,D,21,10,7,5,11,12,4,1,3,6,0,0,1.12,10,17
SP1,02-12-2017,Sevilla,La Coruna,2,0,H,1,0,H,10,11,6,3,12,16,6,7,1,3,0,0,1.44,4.5,7.5
SP1,03-12-2017,Eibar,Espanol,3,1,H,2,0,H,10,6,5,3,13,16,3,2,3,3,0,0,2.37,3.1,3.29
SP1,03-12-2017,Getafe,Valencia,1,0,H,0,0,D,11,13,3,6,18,11,5,12,8,4,1,0,3,3.39,2.29
SP1,03-12-2017,Las Palmas,Betis,1,0,H,1,0,H,21,8,7,2,12,21,6,4,1,7,0,1,2.2,3.5,3.1
SP1,03-12-2017,Leganes,Villarreal,3,1,H,0,0,D,12,12,5,4,11,17,5,6,2,4,0,0,2.79,3.25,2.62
SP1,04-12-2017,Girona,Alaves,2,3,A,0,0,D,11,9,3,4,8,13,6,5,1,2,0,0,1.6,3.79,6
SP1,08-12-2017,Alaves,Las Palmas,2,0,H,1,0,H,22,6,9,1,23,12,8,3,2,0,0,0,2.29,3.25,3.25
SP1,09-12-2017,Getafe,Eibar,0,0,D,0,0,D,6,7,3,2,14,13,9,7,1,4,0,0,2.04,3.39,3.75
SP1,09-12-2017,La Coruna,Leganes,1,0,H,1,0,H,15,3,4,0,16,21,6,1,4,4,0,0,2.37,3.2,3.2
SP1,09-12-2017,Real Madrid,Sevilla,5,0,H,5,0,H,20,11,8,3,12,11,9,3,0,2,0,0,1.33,5.5,8.5
SP1,09-12-2017,Valencia,Celta,2,1,H,1,0,H,13,13,7,5,16,12,10,2,2,5,0,0,1.66,4,5
SP1,10-12-2017,Betis,Ath Madrid,0,1,A,0,1,A,9,4,4,2,15,19,3,2,4,3,0,0,4.75,3.79,1.72
SP1,10-12-2017,Levante,Ath Bilbao,1,2,A,0,1,A,12,14,3,3,11,13,8,6,3,3,0,0,3.25,3.39,2.25
SP1,10-12-2017,Sociedad,Malaga,0,2,A,0,1,A,18,9,2,5,10,12,5,0,1,1,0,0,1.53,4.33,6
SP1,10-12-2017,Villarreal,Barcelona,0,2,A,0,0,D,9,16,5,6,18,13,2,4,2,1,1,0,6,4.33,1.53
SP1,11-12-2017,Espanol,Girona,0,1,A,0,1,A,8,12,3,5,9,17,8,6,1,3,0,0,2.04,3.5,3.6
SP1,15-12-2017,Sevilla,Levante,0,0,D,0,0,D,16,10,6,2,22,14,8,5,2,3,0,0,1.28,5.75,9.5
SP1,16-12-2017,Ath Bilbao,Sociedad,0,0,D,0,0,D,7,10,1,2,14,9,6,6,3,0,0,0,2.14,3.39,3.39
SP1,16-12-2017,Ath Madrid,Alaves,1,0,H,0,0,D,10,11,4,0,14,16,4,4,3,4,0,0,1.19,6.5,15
SP1,16-12-2017,Eibar,Valencia,2,1,H,0,0,D,15,7,3,3,13,13,5,6,1,4,0,0,2.75,3.29,2.6
SP1,17-12-2017,Barcelona,La Coruna,4,0,H,2,0,H,23,10,11,3,12,10,6,3,0,1,0,0,1.08,13,23
SP1,17-12-2017,Celta,Villarreal,0,1,A,0,1,A,10,8,3,5,11,19,2,2,1,3,0,0,2.29,3.39,3.1
SP1,17-12-2017,Girona,Getafe,1,0,H,1,0,H,9,7,2,0,20,25,1,7,2,6,0,0,2.2,3.25,3.5
SP1,17-12-2017,Las Palmas,Espanol,2,2,D,0,2,A,14,8,5,3,6,25,9,2,3,3,0,0,2.5,3.29,2.87
SP1,18-12-2017,Malaga,Betis,0,2,A,0,1,A,18,10,2,4,15,15,3,4,2,2,1,0,2,3.39,3.79
SP1,19-12-2017,Levante,Leganes,0,0,D,0,0,D,10,10,3,2,21,17,6,5,6,6,1,1,2.7,3,2.89
SP1,20-12-2017,Getafe,Las Palmas,2,0,H,2,0,H,13,17,7,6,23,11,3,1,3,1,0,0,1.75,3.6,5
SP1,20-12-2017,Sociedad,Sevilla,3,1,H,1,1,D,14,9,5,4,9,18,4,5,1,5,0,0,2.25,3.5,3
SP1,21-12-2017,Alaves,Malaga,1,0,H,0,0,D,10,10,5,3,14,18,4,4,3,4,0,0,2.14,3.2,3.5
SP1,21-12-2017,Eibar,Girona,4,1,H,2,1,H,16,6,6,1,14,18,3,2,1,2,0,0,2,3.39,3.75
SP1,22-12-2017,Betis,Ath Bilbao,0,2,A,0,1,A,16,19,6,7,7,6,6,9,1,2,1,0,2.7,3.25,2.62
SP1,22-12-2017,Espanol,Ath Madrid,1,0,H,0,0,D,7,9,4,1,18,22,2,3,2,5,0,0,5,3.5,1.72
SP1,23-12-2017,La Coruna,Celta,1,3,A,0,2,A,15,7,4,3,20,16,3,1,2,2,0,0,2.54,3.29,2.7
SP1,23-12-2017,Real Madrid,Barcelona,0,3,A,0,0,D,14,18,5,11,14,10,7,7,2,2,1,0,2.1,3.75,3.1
SP1,23-12-2017,Valencia,Villarreal,0,1,A,0,1,A,22,9,3,2,11,21,14,1,7,5,1,1,2.04,3.6,3.29
SP1,06-01-2018,Ath Madrid,Getafe,2,0,H,1,0,H,9,10,5,5,11,16,5,0,7,3,1,0,1.39,4.2,10
SP1,06-01-2018,Las Palmas,Eibar,1,2,A,1,0,H,4,14,2,5,13,17,4,3,3,3,0,0,2.54,3.39,2.75
SP1,06-01-2018,Sevilla,Betis,3,5,A,2,2,D,14,9,3,5,16,18,12,0,3,6,0,0,1.5,4.33,6.5
SP1,06-01-2018,Valencia,Girona,2,1,H,1,1,D,17,11,7,5,16,14,9,7,5,5,0,0,1.61,4,5.5
SP1,07-01-2018,Ath Bilbao,Alaves,2,0,H,1,0,H,14,8,8,1,23,20,4,1,2,4,0,0,1.66,3.5,6
SP1,07-01-2018,Barcelona,Levante,3,0,H,2,0,H,16,9,8,2,10,22,3,6,0,4,0,0,1.05,15,34
SP1,07-01-2018,Celta,Real Madrid,2,2,D,1,2,A,10,19,5,8,10,15,3,7,2,2,0,0,6.5,4.33,1.5
SP1,07-01-2018,Leganes,Sociedad,1,0,H,0,0,D,8,9,4,5,14,11,5,6,0,1,0,0,2.89,3.25,2.5
SP1,07-01-2018,Villarreal,La Coruna,1,1,D,1,0,H,11,13,5,3,19,12,7,5,4,3,0,0,1.57,4,6
SP1,08-01-2018,Malaga,Espanol,0,1,A,0,1,A,17,6,2,3,18,11,6,5,2,3,0,0,2.54,3,3.1
SP1,12-01-2018,Getafe,Malaga,1,0,H,0,0,D,7,9,3,2,19,16,5,2,3,1,0,0,1.8,3.39,5
SP1,13-01-2018,Eibar,Ath Madrid,0,1,A,0,1,A,11,7,4,3,12,9,9,1,2,1,0,0,4,3.2,2.04
SP1,13-01-2018,Girona,Las Palmas,6,0,H,1,0,H,15,3,8,1,25,20,5,2,2,5,0,0,1.72,3.79,4.75
SP1,13-01-2018,La Coruna,Valencia,1,2,A,0,1,A,12,12,2,5,13,8,8,10,2,1,0,0,3,3.39,2.37
SP1,13-01-2018,Real Madrid,Villarreal,0,1,A,0,0,D,28,10,7,4,11,12,11,0,2,1,0,0,1.25,6.5,10
SP1,14-01-2018,Alaves,Sevilla,1,0,H,0,0,D,12,14,3,1,18,12,5,4,5,2,1,0,3.25,3.25,2.29
SP1,14-01-2018,Espanol,Ath Bilbao,1,1,D,1,1,D,11,8,3,3,14,16,4,2,2,4,0,0,2.54,3,3
SP1,14-01-2018,Levante,Celta,0,1,A,0,1,A,15,3,5,2,19,7,6,2,4,3,0,0,3,3.25,2.45
SP1,14-01-2018,Sociedad,Barcelona,2,4,A,2,1,H,15,11,6,5,15,13,7,3,2,2,0,0,6.5,5,1.44
SP1,15-01-2018,Betis,Leganes,3,2,H,2,1,H,16,10,9,6,12,15,1,1,2,3,0,0,2.25,3.1,3.5
SP1,19-01-2018,Getafe,Ath Bilbao,2,2,D,1,1,D,17,7,6,6,17,12,6,2,5,1,0,0,2.7,3.1,2.79
SP1,20-01-2018,Ath Madrid,Girona,1,1,D,1,0,H,9,6,4,3,13,15,2,1,4,3,0,0,1.36,4.75,9.5
SP1,20-01-2018,Espanol,Sevilla,0,3,A,0,2,A,9,12,0,7,18,14,8,2,4,2,0,0,2.75,3.2,2.7
SP1,20-01-2018,Las Palmas,Valencia,2,1,H,1,1,D,20,14,6,8,18,16,3,6,2,9,0,2,4.5,4,1.72
SP1,20-01-2018,Villarreal,Levante,2,1,H,1,0,H,18,16,6,4,14,16,6,4,2,2,0,0,1.44,4.5,7.5
SP1,21-01-2018,Alaves,Leganes,2,2,D,0,0,D,14,8,6,4,13,14,4,6,3,3,1,0,2.14,3.1,3.75
SP1,21-01-2018,Betis,Barcelona,0,5,A,0,0,D,7,14,2,10,12,9,4,2,2,2,0,0,10,6,1.28
SP1,21-01-2018,Real Madrid,La Coruna,7,1,H,2,1,H,24,5,13,2,7,11,6,1,0,2,0,0,1.14,9,15
SP1,21-01-2018,Sociedad,Celta,1,2,A,1,1,D,16,10,2,3,10,7,8,3,1,2,0,0,1.85,3.89,4
SP1,22-01-2018,Eibar,Malaga,1,1,D,0,1,A,15,10,4,4,11,11,8,3,1,3,0,1,1.66,3.5,6
